ano_campeonato,data,rodada,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante
2022,2022-04-16,2,Estádio Serra Dourada,Braulio da Silva Machado,12864,14525,Goiás,Palmeiras,Jair Ventura,Abel Ferreira,19,14,8950000,86000000,28.3,26.7,1,1,0,0,2,6,16,7,6,13,5,5,0,2,9,22,2,11
2022,2022-05-16,6,Estádio Serra Dourada,Marcelo de Lima Henrique  ,9538,14525,Goiás,Santos,Jair Ventura,Fabián Bustos,17,2,6950000,25900000,27.2,26.1,1,0,1,0,5,9,14,11,11,12,4,4,0,2,10,16,3,9
2022,2022-06-26,14,Estádio Serra Dourada,Rodolpho Toski Marques,8871,14525,Goiás,Cuiabá-MT,Jair Ventura,Toni Oliveira,17,18,8150000,9800000,25.9,29.7,1,0,0,0,4,6,14,16,14,14,2,4,2,0,15,13,8,7
2022,2022-07-10,16,Estádio Serra Dourada,Raphael Claus,9044,14525,Goiás,Athletico-PR,Jair Ventura,Luiz Felipe Scolari,17,2,7700000,21350000,27.2,23.9,2,1,2,0,2,2,15,10,10,14,3,1,0,3,11,20,6,10
2022,2022-07-30,20,Estádio Serra Dourada,Wagner do Nascimento Magalhães,11267,14525,Goiás,Coritiba FC,Jair Ventura,Gustavo Morínigo,14,13,10000000,8200000,27.0,29.7,1,0,0,0,3,7,18,11,11,18,3,3,1,3,18,20,10,10
2022,2022-08-27,24,Estádio Serra Dourada,Marcelo de Lima Henrique  ,13411,14525,Goiás,Atlético-GO,,,11,19,9680000,7450000,28.0,28.3,2,1,1,0,3,3,14,9,9,13,1,4,1,1,15,10,6,5
2022,2022-09-11,26,Estádio Serra Dourada,Ramon Abatti,13798,14525,Goiás,Flamengo,Jair Ventura,Dorival Júnior,9,2,9680000,50500000,28.0,28.5,1,1,0,0,4,9,14,13,12,13,5,3,1,0,7,15,1,4
2022,2022-09-29,28,Estádio Serra Dourada,Luiz Flávio de Oliveira ,10774,14525,Goiás,Botafogo,Jair Ventura,Luís Castro,9,10,10750000,27400000,28.3,29.3,0,1,0,0,6,11,16,14,11,16,5,1,2,1,6,17,2,9
2022,2022-10-29,32,Estádio Serra Dourada,Bruno Arleu de Araújo,9497,14525,Goiás,Corinthians,Jair Ventura,Vítor Pereira,14,3,12830000,53500000,26.1,25.9,0,0,0,0,2,4,11,11,11,10,2,2,2,1,12,21,6,10
2022,2022-10-27,34,Estádio Serra Dourada,Wagner do Nascimento Magalhães,7274,14525,Goiás,América-MG,Jair Ventura,Vagner Mancini,13,9,12800000,8150000,26.9,31.2,2,2,0,0,3,8,14,23,22,12,3,3,1,0,12,16,4,8
2022,2022-11-05,36,Estádio Serra Dourada,Edina Alves Batista,10480,14525,Goiás,Juventude,Jair Ventura,Celso Roth,14,20,13050000,5900000,27.3,27.7,1,0,0,0,5,8,15,22,21,15,2,0,1,0,8,14,3,8
2022,2022-04-24,3,Estádio Urbano Caldeira,Wilton Sampaio,10374,20120,Santos,América-MG,Fabián Bustos,Vagner Mancini,5,9,34900000,10150000,25.1,31.3,3,0,1,0,3,8,16,8,8,15,2,4,2,1,18,19,5,11
2022,2022-05-21,7,Arena Barueri,Savio Pereira Sampaio,25797,32120,Santos,Ceará SC,Fabián Bustos,Dorival Júnior,5,14,27400000,10100000,26.0,28.8,0,0,0,0,6,2,9,13,13,9,4,3,2,1,16,11,11,6
2022,2022-05-29,8,Estádio Urbano Caldeira,Luiz Flávio de Oliveira ,14220,20120,Santos,Palmeiras,Fabián Bustos,Abel Ferreira,6,2,28400000,72450000,25.4,28.4,0,1,0,0,3,4,19,15,15,18,3,3,1,2,17,17,7,9
2022,2022-06-09,10,Estádio Urbano Caldeira,Ramon Abatti,8845,20120,Santos,Internacional,Fabián Bustos,Mano Menezes,9,7,26100000,34400000,27.2,29.5,1,1,0,0,10,3,11,15,14,11,5,4,2,1,22,11,11,3
2022,2022-07-10,16,Estádio Urbano Caldeira,Braulio da Silva Machado,8588,20120,Santos,Atlético-GO,,,10,16,28600000,6700000,27.5,27.7,1,0,0,0,9,10,13,18,16,13,4,4,0,0,19,15,6,6
2022,2022-07-21,18,Estádio Urbano Caldeira,Ramon Abatti,8453,20120,Santos,Botafogo,Marcelo Fernandes,Luís Castro,10,11,35800000,21400000,25.2,26.8,2,0,1,0,4,4,15,18,18,14,10,5,2,2,16,23,7,6
2022,2022-08-02,20,Estádio Urbano Caldeira,Braulio da Silva Machado,11943,20120,Santos,Fluminense,Lisca,Fernando Diniz,9,3,25500000,27000000,27.6,28.3,2,2,1,0,5,5,14,13,12,14,5,1,2,0,10,12,5,3
2022,2022-08-21,23,Estádio Urbano Caldeira,Wilton Sampaio,12598,20120,Santos,São Paulo,Lisca,Rogério Ceni,10,11,40400000,26250000,26.6,28.6,1,0,1,0,5,9,12,9,8,11,6,4,1,0,13,18,5,8
2022,2022-09-28,28,Estádio Urbano Caldeira,Braulio da Silva Machado,7464,20120,Santos,Athletico-PR,Orlando Ribeiro,Luiz Felipe Scolari,11,6,45400000,27000000,26.6,27.3,2,0,1,0,5,4,19,21,19,19,3,3,1,2,11,14,5,7
2022,2022-10-06,30,Estádio Urbano Caldeira,Bruno Arleu de Araújo,9278,20120,Santos,Atlético-MG,Orlando Ribeiro,Cuca,12,7,49800000,56000000,26.0,28.7,1,2,0,0,5,4,18,18,18,18,1,4,4,1,10,12,4,3
2022,2022-10-11,31,Estádio Urbano Caldeira,Jose Mendonça,9171,20120,Santos,Juventude,Orlando Ribeiro,Lucas Zanella,14,20,41600000,5750000,25.8,27.9,4,1,1,0,3,8,13,10,10,12,2,4,0,1,19,16,8,10
2022,2022-10-23,33,Estádio Urbano Caldeira,Flavio Rodrigues de Souza,12872,20120,Santos,Corinthians,Orlando Ribeiro,Vítor Pereira,12,4,39000000,58800000,25.4,26.2,0,1,0,0,7,4,15,11,10,12,1,2,1,0,12,8,4,2
2022,2022-11-05,36,Arena Barueri,Caio Max Augusto Vieira,18686,32500,Santos,Avaí FC,Orlando Ribeiro,Fabrício Bento,12,19,41700000,5500000,26.1,27.9,1,1,1,0,9,4,14,13,12,14,5,4,1,0,9,15,3,6
2022,2022-11-13,38,Estádio Urbano Caldeira,Wagner do Nascimento Magalhães,11565,20120,Santos,Fortaleza,Orlando Ribeiro,Juan Pablo Vojvoda,12,10,43500000,14150000,25.7,29.2,0,2,0,0,5,7,17,14,14,16,4,3,0,2,14,13,7,5
2022,2022-04-11,1,Estádio Aderbal Ramos da Silva,Luiz Flávio de Oliveira ,5081,17800,Avaí FC,América-MG,Eduardo Barroca,Marquinhos Santos,6,15,4280000,11300000,30.2,29.3,1,0,0,0,6,1,20,18,17,18,1,1,3,2,13,7,8,3
2022,2022-04-26,3,Estádio Aderbal Ramos da Silva,Antonio Dib Moraes de Sousa,5883,17800,Avaí FC,Goiás,Eduardo Barroca,Jair Ventura,14,17,5980000,6900000,29.1,28.2,3,2,1,0,3,5,20,20,16,20,3,1,0,3,14,18,6,4
2022,2022-05-10,5,Estádio Aderbal Ramos da Silva,Jefferson Ferreira Moraes,8548,17800,Avaí FC,Coritiba FC,Eduardo Barroca,Gustavo Morínigo,9,4,5980000,6650000,29.1,30.4,2,1,0,0,5,7,14,13,13,14,3,4,0,1,12,8,4,3
2022,2022-06-26,14,Estádio Aderbal Ramos da Silva,Wagner do Nascimento Magalhães,15233,17800,Avaí FC,Palmeiras,Eduardo Barroca,Abel Ferreira,11,1,7380000,57200000,29.1,27.3,2,2,1,0,2,5,18,17,16,16,2,2,0,1,7,15,3,8
2022,2022-07-03,15,Estádio Aderbal Ramos da Silva,Jean Pierre Goncalves Lima,13103,17800,Avaí FC,Cuiabá-MT,Eduardo Barroca,Toni Oliveira,11,18,5930000,9900000,28.8,28.6,1,2,1,0,4,4,10,12,12,8,1,2,3,2,12,13,7,6
2022,2022-07-17,17,Estádio Aderbal Ramos da Silva,Paulo Roberto Alves Júnior,8674,17800,Avaí FC,Santos,Eduardo Barroca,Marcelo Fernandes,16,8,7800000,28200000,29.9,27.6,1,0,1,0,6,8,17,12,10,17,2,3,3,1,14,6,6,1
2022,2022-07-24,19,Estádio Aderbal Ramos da Silva,Raphael Claus,17557,17800,Avaí FC,Flamengo,Eduardo Barroca,Dorival Júnior,13,7,8550000,95300000,28.8,28.0,1,2,0,0,6,5,19,19,18,19,5,3,1,0,13,19,6,5
2022,2022-08-07,21,Estádio Aderbal Ramos da Silva,Wilton Sampaio,12648,17800,Avaí FC,Corinthians,Eduardo Barroca,Vítor Pereira,16,2,7730000,35450000,30.3,29.4,1,1,1,0,,,,,,,,,,,,,,
2022,2022-08-23,23,Estádio Aderbal Ramos da Silva,Edina Alves Batista,13911,17800,Avaí FC,Internacional,Eduardo Barroca,Mano Menezes,17,6,8030000,30250000,31.3,26.8,0,1,0,0,8,4,15,9,9,12,4,2,0,0,10,13,5,4
2022,2022-09-11,26,Estádio Aderbal Ramos da Silva,Paulo Cesar Zanovelli,9487,17800,Avaí FC,Athletico-PR,Eduardo Barroca,Luiz Felipe Scolari,18,6,7500000,36400000,32.1,26.8,1,1,1,0,7,2,17,20,18,16,1,2,1,1,15,9,4,5
2022,2022-09-17,27,Estádio Aderbal Ramos da Silva,André Luiz de Freitas Castro,5081,17800,Avaí FC,Atlético-MG,Lisca,Cuca,18,7,13100000,42500000,30.5,28.7,1,0,0,0,2,10,15,20,18,12,2,3,2,1,9,13,2,8
2022,2022-10-07,30,Estádio Aderbal Ramos da Silva,Paulo Cesar Zanovelli,6097,17800,Avaí FC,Botafogo,Lisca,Luís Castro,18,11,10580000,22400000,30.0,30.3,1,2,1,0,3,5,17,20,19,17,4,1,2,1,6,14,0,4
2022,2022-11-02,35,Estádio Aderbal Ramos da Silva,Wagner do Nascimento Magalhães,3022,17800,Avaí FC,RB Bragantino,Fabrício Bento,Maurício Barbieri,19,14,9150000,43200000,28.9,25.3,1,2,0,0,2,7,17,17,15,17,4,0,0,0,8,12,6,6
2022,2022-11-09,37,Estádio Aderbal Ramos da Silva,Luiz Flávio de Oliveira ,2025,17800,Avaí FC,Ceará SC,Fabrício Bento,Juca,19,18,4900000,9850000,27.9,30.8,2,0,0,0,6,6,17,21,21,15,3,1,2,1,14,15,7,9
2022,2022-05-01,4,Estádio Olímpico Nilton Santos,Braulio da Silva Machado,34734,46931,Botafogo,Juventude,Luís Castro,Eduardo Baptista,13,19,29780000,7400000,28.4,29.0,1,1,0,0,6,4,14,17,14,13,3,3,2,3,17,8,7,4
2022,2022-06-07,9,Estádio Olímpico Nilton Santos,Paulo Henrique Schleinch Vollkopf,30954,39930,Botafogo,Goiás,Luís Castro,Jair Ventura,7,16,16480000,7000000,27.0,27.6,1,2,1,0,9,2,11,22,19,9,2,4,1,1,16,11,5,5
2022,2022-06-16,12,Estádio Olímpico Nilton Santos,Wilton Sampaio,18677,46931,Botafogo,São Paulo,Luís Castro,Rogério Ceni,17,3,29150000,35500000,27.1,27.3,1,0,0,0,3,3,17,17,17,15,2,2,1,4,17,6,11,2
2022,2022-06-26,14,Estádio Olímpico Nilton Santos,Anderson Daronco,29791,46931,Botafogo,Fluminense,Luís Castro,Fernando Diniz,7,6,20700000,33850000,27.6,28.6,0,1,0,0,1,6,18,14,13,17,2,1,1,1,9,11,4,6
2022,2022-07-17,17,Estádio Olímpico Nilton Santos,Raphael Claus,8678,46931,Botafogo,Atlético-MG,Luís Castro,Antonio Mohamed,10,4,16750000,64400000,27.1,29.9,0,1,0,0,6,2,21,18,17,21,1,2,1,3,14,15,5,6
2022,2022-07-24,19,Estádio Olímpico Nilton Santos,Anderson Daronco,8105,46931,Botafogo,Athletico-PR,Luís Castro,Luiz Felipe Scolari,12,5,15080000,22200000,28.0,25.8,2,0,1,0,2,11,16,15,15,16,4,4,0,3,17,16,10,5
2022,2022-08-06,21,Estádio Olímpico Nilton Santos,Raphael Claus,21657,46931,Botafogo,Ceará SC,Luís Castro,Marquinhos Santos,12,14,21180000,10450000,28.1,29.8,1,1,1,0,,,,,,,,,,,,,,
2022,2022-08-14,22,Estádio Olímpico Nilton Santos,Edina Alves Batista,12230,46931,Botafogo,Atlético-GO,,,12,19,20580000,7700000,28.8,28.5,0,0,0,0,8,3,18,10,7,17,2,5,0,3,14,11,5,7
2022,2022-08-28,24,Estádio Olímpico Nilton Santos,Flavio Rodrigues de Souza,14442,46931,Botafogo,Flamengo,Luís Castro,Dorival Júnior,14,3,18400000,72400000,29.3,27.4,0,1,0,0,3,4,19,14,13,18,0,4,0,2,14,6,8,3
2022,2022-09-11,26,Estádio Olímpico Nilton Santos,Jose Mendonça,32285,46931,Botafogo,América-MG,Luís Castro,Vagner Mancini,13,8,22300000,7450000,29.7,30.8,0,0,0,0,6,11,11,20,20,11,2,5,1,3,20,12,11,4
2022,2022-09-18,27,Estádio Olímpico Nilton Santos,Paulo Cesar Zanovelli,15080,46931,Botafogo,Coritiba FC,Luís Castro,Guto Ferreira,12,16,20400000,9900000,29.6,27.3,2,0,0,0,5,10,12,17,17,12,2,2,1,3,12,18,5,6
2022,2022-10-16,32,Estádio Olímpico Nilton Santos,Braulio da Silva Machado,24445,46931,Botafogo,Internacional,Luís Castro,Mano Menezes,9,2,21400000,35050000,29.9,28.1,0,1,0,0,3,4,15,13,12,15,0,4,1,3,12,11,4,3
2022,2022-10-27,34,Estádio Olímpico Nilton Santos,Dyorgines Jose Padovani,11093,46931,Botafogo,RB Bragantino,Luís Castro,Maurício Barbieri,11,14,22600000,35700000,29.7,24.0,2,1,1,0,5,4,12,12,12,11,0,5,1,2,18,5,4,3
2022,2022-11-11,37,Estádio Olímpico Nilton Santos,Braulio da Silva Machado,28139,46931,Botafogo,Santos,Luís Castro,Orlando Ribeiro,10,12,22100000,43300000,27.4,26.3,3,0,1,0,3,4,15,17,16,15,0,4,6,1,14,4,3,4
2022,2022-04-21,4,Estádio Jornalista Mário Filho,Wilton Sampaio,69997,78838,Flamengo,Palmeiras,Paulo Sousa,Abel Ferreira,12,11,83800000,88000000,28.4,28.0,0,0,0,0,9,6,15,21,21,14,2,2,1,1,17,10,9,3
2022,2022-05-08,5,Estádio Nacional de Brasília Mané Garrincha,Anderson Daronco,54981,72838,Flamengo,Botafogo,Paulo Sousa,Luís Castro,13,14,82300000,20880000,29.9,28.3,0,1,0,0,10,4,13,18,18,13,7,7,8,1,17,13,9,1
2022,2022-05-21,7,Estádio Jornalista Mário Filho,Braulio da Silva Machado,51962,78838,Flamengo,Goiás,Paulo Sousa,Jair Ventura,17,13,100500000,6600000,27.6,27.6,1,0,1,0,6,4,14,19,18,13,0,5,1,3,12,3,5,3
2022,2022-06-16,12,Estádio Jornalista Mário Filho,Savio Pereira Sampaio,43930,78838,Flamengo,Cuiabá-MT,Dorival Júnior,Toni Oliveira,16,18,93800000,9300000,28.8,30.5,2,0,1,0,4,3,17,14,13,17,1,5,3,0,15,6,5,5
2022,2022-06-26,14,Estádio Jornalista Mário Filho,Ramon Abatti,42931,78838,Flamengo,América-MG,Dorival Júnior,Vagner Mancini,14,16,90300000,7950000,26.9,31.4,3,0,1,0,7,7,17,13,11,16,5,4,2,1,23,15,10,6
2022,2022-07-17,17,Estádio Nacional de Brasília Mané Garrincha,Flavio Rodrigues de Souza,33778,78838,Flamengo,Coritiba FC,Dorival Júnior,Gustavo Morínigo,9,14,54600000,5600000,26.8,29.4,2,0,2,0,8,6,13,11,9,13,0,2,0,1,17,17,8,7
2022,2022-07-21,18,Estádio Nacional de Brasília Mané Garrincha,Paulo Cesar Zanovelli,65392,72838,Flamengo,Juventude,Mário Jorge,Umberto Louzer,7,20,84300000,5900000,29.2,28.8,4,0,3,0,5,4,14,13,12,11,2,7,2,1,27,8,5,5
2022,2022-07-31,20,Estádio Jornalista Mário Filho,Caio Max Augusto Vieira,59999,78838,Flamengo,Atlético-GO,,,6,18,53300000,9700000,27.9,26.7,4,1,4,0,6,3,12,16,14,12,0,2,1,0,16,5,8,2
2022,2022-08-14,22,Estádio Jornalista Mário Filho,Wilton Sampaio,64378,78838,Flamengo,Athletico-PR,Dorival Júnior,Luiz Felipe Scolari,5,4,56800000,15400000,27.0,23.8,5,0,0,0,12,4,13,14,13,12,3,8,0,1,19,5,1,1
2022,2022-10-02,29,Estádio Jornalista Mário Filho,Anderson Daronco,46698,78838,Flamengo,RB Bragantino,Mário Jorge,Maurício Barbieri,5,13,82500000,49700000,29.2,25.8,4,1,1,0,10,1,7,6,6,7,2,5,0,1,23,5,7,1
2022,2022-10-06,30,Estádio Jornalista Mário Filho,Flavio Rodrigues de Souza,43710,78838,Flamengo,Internacional,Dorival Júnior,Mano Menezes,5,2,83000000,28450000,29.4,28.0,0,0,0,0,11,3,13,8,8,12,6,6,0,2,21,16,7,5
2022,2022-10-16,32,Estádio Jornalista Mário Filho,Ramon Abatti,51179,78838,Flamengo,Atlético-MG,Dorival Júnior,Cuca,4,7,58000000,59000000,25.9,29.4,1,0,1,0,0,10,12,12,12,12,3,3,0,1,7,13,2,9
2022,2022-10-26,34,Estádio Jornalista Mário Filho,André Luiz de Freitas Castro,44679,78838,Flamengo,Santos,Dorival Júnior,Orlando Ribeiro,3,12,59350000,40100000,28.8,25.1,3,2,1,0,7,2,14,16,16,14,2,9,1,2,19,8,4,3
2022,2022-06-05,9,Estádio Governador Plácido Castelo,Flavio Rodrigues de Souza,27602,60326,Ceará SC,Coritiba FC,Dorival Júnior,Gustavo Morínigo,15,4,9800000,4950000,29.1,27.1,1,1,1,0,5,6,14,9,9,13,4,9,4,1,22,14,6,4
2022,2022-06-16,12,Estádio Governador Plácido Castelo,Luiz Flávio de Oliveira ,26774,60326,Ceará SC,Atlético-MG,Marquinhos Santos,Antonio Mohamed,13,6,10400000,50900000,29.3,29.2,0,0,0,0,5,2,14,17,15,13,2,3,1,0,16,14,10,8
2022,2022-07-20,18,Estádio Governador Plácido Castelo,Caio Max Augusto Vieira,37567,60326,Ceará SC,Avaí FC,Marquinhos Santos,Eduardo Barroca,14,12,10050000,9300000,30.8,29.1,1,0,1,0,3,3,17,14,11,15,2,4,1,1,14,16,8,8
2022,2022-08-28,24,Estádio Governador Plácido Castelo,Vinicius Gonçalves Dias Araujo,16754,60326,Ceará SC,Athletico-PR,Juca,Luiz Felipe Scolari,15,6,11500000,22250000,29.2,23.5,0,0,0,0,9,3,9,15,15,8,1,4,1,1,19,8,12,5
2022,2022-09-10,26,Estádio Governador Plácido Castelo,Braulio da Silva Machado,38339,60326,Ceará SC,Santos,Lucho González,Lisca,15,10,10450000,40000000,29.1,27.2,2,1,2,0,3,5,24,17,17,24,3,2,4,2,8,10,1,3
2022,2022-10-06,30,Estádio Governador Plácido Castelo,Vinicius Gonçalves Dias Araujo,16702,60326,Ceará SC,Goiás,Lucho González,Jair Ventura,16,13,10750000,12180000,30.2,28.0,1,1,0,0,7,3,19,24,23,18,4,5,1,0,14,16,5,7
2022,2022-10-16,32,Estádio Governador Plácido Castelo,Caio Max Augusto Vieira,41242,60326,Ceará SC,Cuiabá-MT,Lucho González,Toni Oliveira,16,17,9850000,6400000,31.0,29.8,1,1,0,0,10,7,11,20,20,11,1,3,3,1,22,11,15,7
2022,2022-11-01,35,Estádio Governador Plácido Castelo,Raphael Claus,0,60326,Ceará SC,Fluminense,Juca,Fernando Diniz,17,4,9550000,30800000,29.6,29.6,0,1,0,0,4,7,11,8,8,11,4,3,2,2,14,17,6,10
2022,2022-11-13,38,Estádio Governador Plácido Castelo,Paulo Henrique Schleinch Vollkopf,0,60326,Ceará SC,Juventude,Juca,Celso Roth,18,20,6250000,4150000,26.0,24.1,4,1,2,0,8,3,16,16,14,16,3,5,1,0,23,9,9,5
2022,2022-05-09,5,Estádio Governador Plácido Castelo,Ramon Abatti,25518,60326,Fortaleza,São Paulo,Juan Pablo Vojvoda,Rogério Ceni,20,5,12450000,30000000,28.3,26.3,1,1,0,0,9,4,16,14,13,16,1,2,3,2,12,4,4,0
2022,2022-05-29,8,Estádio Governador Plácido Castelo,André Luiz de Freitas Castro,22466,60326,Fortaleza,Juventude,Juan Pablo Vojvoda,Eduardo Baptista,20,19,14600000,6000000,29.0,26.8,1,1,0,0,8,7,10,16,14,10,7,2,1,0,14,16,5,5
2022,2022-06-10,10,Estádio Governador Plácido Castelo,Bruno Arleu de Araújo,30017,60326,Fortaleza,Goiás,Juan Pablo Vojvoda,Jair Ventura,20,12,13200000,9950000,28.2,28.4,1,1,1,0,6,2,12,18,18,10,1,3,5,2,20,12,9,8
2022,2022-06-13,11,Estádio Governador Plácido Castelo,André Luiz de Freitas Castro,18167,60326,Fortaleza,Athletico-PR,Juan Pablo Vojvoda,Luiz Felipe Scolari,20,3,11650000,25850000,29.2,23.8,0,0,0,0,7,1,13,12,12,11,0,6,1,2,23,7,13,6
2022,2022-06-19,13,Estádio Governador Plácido Castelo,Leandro Pedro Vuaden,17709,60326,Fortaleza,América-MG,Juan Pablo Vojvoda,Vagner Mancini,20,13,12550000,9350000,29.2,30.4,1,0,1,0,5,8,8,5,5,8,4,7,1,5,18,14,7,6
2022,2022-07-10,16,Estádio Governador Plácido Castelo,Wilton Sampaio,24888,60326,Fortaleza,Palmeiras,Juan Pablo Vojvoda,Abel Ferreira,20,1,12900000,78500000,28.5,27.9,0,0,0,0,2,6,9,15,15,8,5,6,1,2,12,12,4,2
2022,2022-07-24,19,Estádio Governador Plácido Castelo,Wilton Sampaio,19902,60326,Fortaleza,Santos,Juan Pablo Vojvoda,Lisca,19,9,13850000,25400000,29.3,26.4,0,0,0,0,7,5,11,11,11,11,2,2,3,1,27,11,13,5
2022,2022-08-07,21,Estádio Governador Plácido Castelo,Wagner do Nascimento Magalhães,39253,60326,Fortaleza,Internacional,Juan Pablo Vojvoda,Mano Menezes,18,6,13000000,30550000,29.6,25.6,3,0,1,0,7,5,12,15,14,11,2,4,1,0,16,8,4,4
2022,2022-08-21,23,Estádio Governador Plácido Castelo,Leandro Pedro Vuaden,44338,60326,Fortaleza,Corinthians,Juan Pablo Vojvoda,Vítor Pereira,15,3,10350000,40500000,28.6,25.7,1,0,0,0,4,7,14,7,7,13,1,3,0,0,13,7,7,6
2022,2022-10-09,31,Estádio Governador Plácido Castelo,Luiz Flávio de Oliveira ,40968,60326,Fortaleza,Avaí FC,Juan Pablo Vojvoda,Lisca,11,19,14950000,10400000,30.1,28.5,2,0,0,0,3,6,16,11,11,15,2,3,1,0,16,10,8,5
2022,2022-10-25,33,Estádio Governador Plácido Castelo,Raphael Claus,43660,60326,Fortaleza,Atlético-MG,Juan Pablo Vojvoda,Cuca,9,7,14550000,51000000,30.6,27.8,0,0,0,0,2,11,22,10,10,22,3,0,3,0,4,9,3,4
2022,2022-10-28,34,Estádio Governador Plácido Castelo,Flavio Rodrigues de Souza,22341,60326,Fortaleza,Coritiba FC,Juan Pablo Vojvoda,Guto Ferreira,10,15,15700000,12600000,29.6,27.3,3,1,1,0,3,3,15,12,12,14,6,4,1,1,14,16,6,5
2022,2022-11-10,37,Estádio Governador Plácido Castelo,Ramon Abatti,38268,60326,Fortaleza,RB Bragantino,Juan Pablo Vojvoda,Maurício Barbieri,11,14,13650000,27400000,29.3,22.4,6,0,4,0,7,0,17,12,11,17,1,7,1,0,25,4,3,3
2022,2022-04-24,3,Estádio Alfredo Jaconi ,Paulo Roberto Alves Júnior,3920,23726,Juventude,Cuiabá-MT,Eduardo Baptista,Pintado,16,11,7800000,8500000,28.2,30.1,0,1,0,0,6,7,18,19,19,15,3,2,2,1,13,10,8,4
2022,2022-05-09,5,Estádio Alfredo Jaconi ,Bruno Arleu de Araújo,7341,23726,Juventude,Internacional,Eduardo Baptista,Mano Menezes,19,8,9780000,36900000,27.7,27.0,1,1,0,0,6,3,22,13,11,20,2,4,3,1,11,8,6,3
2022,2022-06-05,9,Estádio Alfredo Jaconi ,Jefferson Ferreira Moraes,2573,23726,Juventude,Fluminense,Eduardo Baptista,Fernando Diniz,19,11,7400000,27550000,27.5,30.6,1,0,1,0,5,7,21,10,10,21,1,3,5,1,11,5,3,4
2022,2022-06-15,12,Estádio Alfredo Jaconi ,Rodolpho Toski Marques,3025,23726,Juventude,Santos,,,19,11,7250000,26300000,28.7,26.2,1,2,1,0,4,9,19,14,13,19,7,0,0,2,10,18,4,7
2022,2022-07-17,17,Estádio Alfredo Jaconi ,Vinicius Gonçalves Dias Araujo,4406,23726,Juventude,Goiás,Umberto Louzer,Jair Ventura,19,12,5700000,8450000,28.7,26.2,0,0,0,0,7,4,16,16,14,14,2,3,1,2,23,16,12,11
2022,2022-07-24,19,Estádio Alfredo Jaconi ,Felipe Fernandes,4445,23726,Juventude,Ceará SC,Umberto Louzer,Marquinhos Santos,20,11,5800000,9550000,28.7,30.5,1,0,0,0,8,3,20,14,13,19,4,6,1,1,13,17,2,9
2022,2022-08-21,23,Estádio Alfredo Jaconi ,Raphael Claus,3095,23726,Juventude,Botafogo,Umberto Louzer,Luís Castro,20,12,6900000,18400000,28.9,29.3,2,2,1,0,2,4,19,11,11,17,7,3,2,3,12,19,5,7
2022,2022-09-03,25,Estádio Alfredo Jaconi ,Diego Pombo Lopez,2708,23726,Juventude,Avaí FC,Umberto Louzer,Eduardo Barroca,20,18,5680000,11500000,28.9,28.7,1,1,0,0,7,3,18,15,14,18,1,6,1,4,20,9,6,6
2022,2022-10-16,32,Estádio Alfredo Jaconi ,Felipe Fernandes,1489,23726,Juventude,Atlético-GO,Lucas Zanella,Eduardo Souza,20,18,5900000,7150000,27.1,27.8,1,1,0,0,7,4,10,19,19,9,2,5,0,1,19,8,6,4
2022,2022-11-02,35,Estádio Alfredo Jaconi ,Marcelo de Lima Henrique  ,3412,23726,Juventude,Coritiba FC,Celso Roth,Guto Ferreira,20,15,6650000,11950000,27.5,26.8,0,1,0,0,4,4,11,18,17,11,5,2,0,3,10,20,5,12
2022,2022-04-24,3,Arena Barueri,Anderson Daronco,23973,43600,Palmeiras,Corinthians,Abel Ferreira,Vítor Pereira,15,1,91000000,43800000,27.2,25.3,3,0,2,0,12,3,13,13,13,13,1,4,3,0,20,7,9,3
2022,2022-05-08,5,Allianz Parque,Savio Pereira Sampaio,28776,43600,Palmeiras,Fluminense,Abel Ferreira,Fernando Diniz,12,15,86000000,29300000,27.6,30.6,1,1,0,0,6,3,10,13,12,10,1,4,3,0,19,8,6,3
2022,2022-05-14,6,Allianz Parque,Flavio Rodrigues de Souza,36123,43600,Palmeiras,RB Bragantino,Abel Ferreira,Maurício Barbieri,14,5,86700000,26500000,27.9,24.2,2,0,1,0,7,4,11,14,14,11,2,5,3,0,14,11,4,5
2022,2022-06-05,9,Allianz Parque,Wilton Sampaio,40235,43600,Palmeiras,Atlético-MG,Abel Ferreira,Antonio Mohamed,1,2,68750000,45400000,28.2,29.3,0,0,0,0,6,2,8,19,19,7,3,3,0,4,16,11,10,5
2022,2022-06-10,10,Allianz Parque,Anderson Daronco,33431,43600,Palmeiras,Botafogo,Abel Ferreira,Luís Castro,2,10,83500000,17980000,27.5,27.6,4,0,3,0,7,4,16,14,14,16,3,2,3,0,14,12,5,7
